Sentence
"The MSI Bravo 15 Ryzen 5 Hexa Core AMD R5, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 4.4-star rating based on 2115 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 49990 rupees, down from the MRP of 72990 rupees."
"The ASUS Vivobook 15 Core i3 10th Gen, equipped with a Intel Core i3 Processor (10th Gen), boasts a solid 4.1-star rating based on 168 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 33990 rupees, down from the MRP of 50990 rupees."
"The HP Pavilion Ryzen 5 Hexa Core 5625U, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 4.3-star rating based on 90 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 53990 rupees, down from the MRP of 63325 rupees."
"The acer Aspire 7 Ryzen 5 Hexa Core 5500U, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 4.4-star rating based on 5461 reviews. It features 16 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 58990 rupees, down from the MRP of 89999 rupees."
"The Lenovo IdeaPad Gaming Core i5 11th Gen, equipped with a Intel Core i5 Processor (11th Gen), boasts a solid 4.3-star rating based on 2543 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 52990 rupees, down from the MRP of 76890 rupees."
"The Lenovo Intel Core i3 10th Gen, equipped with a Intel Core i3 Processor (10th Gen), boasts a solid 4.3-star rating based on 721 reviews. It features 8 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 33990 rupees, down from the MRP of 50290 rupees."
"The Lenovo Celeron Dual Core, equipped with a Intel Celeron Dual Core Processor, boasts a solid 4.0-star rating based on 100 reviews. It features 8 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 28490 rupees, down from the MRP of 40490 rupees."
"The acer Extensa Core i5 11th Gen, equipped with a Intel Core i5 Processor (11th Gen), boasts a solid 3.9-star rating based on 146 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 42990 rupees, down from the MRP of 57999 rupees."
"The DELL Inspiron Core i3 11th Gen, equipped with a Processor: Intel i3-1125G4 (2.00 GHz up to 3.70 GHz), boasts a solid 4.3-star rating based on 375 reviews. It features RAM & Storage: 8GB DDR4 (2 DIMM Slots) & 256GB SSD and Display: 14.0"" FHD WVA Truelife Touch Narrow Border 60Hz for efficient multitasking and storage, all at a discounted price of 54300 rupees, down from the MRP of 68658 rupees."
"The HP 14s Intel Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 4.2-star rating based on 3451 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 41990 rupees, down from the MRP of 49509 rupees."
"The DELL Core i5 12th Gen, equipped with a Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores, boasts a solid 3.5-star rating based on 11 reviews. It features RAM & Storage: 8GB DDR4 & 512GB SSD and Display: 15.6"" FHD WVA AG 120Hz 250 nits Narrow Border for efficient multitasking and storage, all at a discounted price of 57990 rupees, down from the MRP of 75649 rupees."
"The HP Ryzen 3 Quad Core 5300U, equipped with a AMD Ryzen 3 Quad Core Processor, boasts a solid 4.2-star rating based on 1824 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 38490 rupees, down from the MRP of 45991 rupees."
"The HP Pavilion Ryzen 5 Hexa Core 5625U, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 5.0-star rating based on 3 reviews. It features 16 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 61990 rupees, down from the MRP of 69082 rupees."
"The Lenovo IdeaPad 3 Core i3 10th Gen, equipped with a Intel Core i3 Processor (10th Gen), boasts a solid 4.3-star rating based on 6 reviews. It features 8 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 33990 rupees, down from the MRP of 59390 rupees."
"The acer Extensa Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 4.3-star rating based on 362 reviews. It features 8 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 32990 rupees, down from the MRP of 39999 rupees."
"The Lenovo IdeaPad 3 Core i3 10th Gen, equipped with a Intel Core i3 Processor (10th Gen), boasts a solid 4.3-star rating based on 8 reviews. It features 4 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 31990 rupees, down from the MRP of 53790 rupees."
"The ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core AMD R5, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 4.4-star rating based on 1128 reviews. It features 8 GB DDR4 RAM and 1 TB HDD|256 GB SSD for efficient multitasking and storage, all at a discounted price of 53990 rupees, down from the MRP of 78990 rupees."
"The HP 15s Intel Core i3 12th Gen, equipped with a Intel Core i3 Processor (12th Gen), boasts a solid 4.2-star rating based on 39 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 47490 rupees, down from the MRP of 56260 rupees."
"The ASUS Vivobook Pro 15 Ryzen 7 Octa Core AMD R7, equipped with a AMD Ryzen 7 Octa Core Processor, boasts a solid 4.5-star rating based on 755 reviews. It features 16 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 59990 rupees, down from the MRP of 82990 rupees."
"The realme Book(Slim) Intel Evo Core i5 11th Gen, equipped with a Powered by 11th Gen Intel Evo Core i5 Processor, boasts a solid 4.4-star rating based on 7067 reviews. It features Microsoft Office 2019 Home & Student Included and Intel Core i5 Processor (11th Gen) for efficient multitasking and storage, all at a discounted price of 59990 rupees, down from the MRP of 69999 rupees."
"The ASUS Vivobook 15 Core i5 11th Gen, equipped with a Intel Core i5 Processor (11th Gen), boasts a solid 4.3-star rating based on 121 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 50990 rupees, down from the MRP of 69990 rupees."
"The ASUS Vivobook 15 Core i5 12th Gen, equipped with a Intel Core i5 Processor (12th Gen), boasts a solid 3.5-star rating based on 11 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 59490 rupees, down from the MRP of 72990 rupees."
"The ASUS Vivobook 15 Touch Core i5 11th Gen, equipped with a Intel Core i5 Processor (11th Gen), boasts a solid 4.3-star rating based on 135 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 51990 rupees, down from the MRP of 74990 rupees."
"The Lenovo Ryzen 5 Hexa Core 5600H, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 0.0-star rating based on 0 reviews. It features 8 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 59490 rupees, down from the MRP of 89490 rupees."
"The ASUS VivoBook K15 OLED (2022) Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 4.5-star rating based on 605 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 45990 rupees, down from the MRP of 62990 rupees."
"The ASUS VivoBook 14 (2022) Ryzen 5 Quad Core AMD R5, equipped with a AMD Ryzen 5 Quad Core Processor, boasts a solid 4.2-star rating based on 391 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 38990 rupees, down from the MRP of 57990 rupees."
"The ASUS Vivobook 14 (2022) Core i5 12th Gen, equipped with a Intel Core i5 Processor (12th Gen), boasts a solid 4.2-star rating based on 10 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 56990 rupees, down from the MRP of 70990 rupees."
"The ASUS Vivobook 15 Core i5 11th Gen, equipped with a Intel Core i5 Processor (11th Gen), boasts a solid 4.2-star rating based on 149 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 50990 rupees, down from the MRP of 69990 rupees."
"The Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 4.4-star rating based on 424 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 58490 rupees, down from the MRP of 76890 rupees."
"The ASUS VivoBook K15 OLED Ryzen 5 Hexa Core AMD R5, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 4.5-star rating based on 742 reviews. It features 16 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 58990 rupees, down from the MRP of 80990 rupees."
"The HP Victus Ryzen 5 Hexa Core 5600H, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 5.0-star rating based on 5 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 59990 rupees, down from the MRP of 76021 rupees."
"The DELL Inspiron Ryzen 5 Hexa Core 5625U, equipped with a Processor: R5-5625U (2.30 GHz up to 4.30 GHz), boasts a solid 4.2-star rating based on 18 reviews. It features RAM & Storage: 8GB DDR4 & 512GB SSD and Software: Win 11 + Office H&S 2021 for efficient multitasking and storage, all at a discounted price of 52490 rupees, down from the MRP of 69031 rupees."
"The acer Aspire Core i3 12th Gen, equipped with a Intel Core i3 Processor (12th Gen), boasts a solid 4.3-star rating based on 34 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 42990 rupees, down from the MRP of 54999 rupees."
"The DELL Core i5 12th Gen, equipped with a Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores, boasts a solid 3.4-star rating based on 11 reviews. It features RAM & Storage: 8GB DDR4 & 1TB + 256GB SSD and Display: 15.6"" FHD WVA AG 120Hz 250 nits Narrow Border for efficient multitasking and storage, all at a discounted price of 57990 rupees, down from the MRP of 80473 rupees."
"The Lenovo IdeaPad Ryzen 5 Hexa Core 5500U, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 4.6-star rating based on 7 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 48990 rupees, down from the MRP of 90990 rupees."
"The MSI Core i5 11th Gen, equipped with a Intel Core i5 Processor (11th Gen), boasts a solid 4.4-star rating based on 2501 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 63990 rupees, down from the MRP of 83990 rupees."
"The Lenovo IdeaPad Core i5 11th Gen, equipped with a Intel Core i5 Processor (11th Gen), boasts a solid 4.3-star rating based on 2543 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 54990 rupees, down from the MRP of 83890 rupees."
"The ASUS VivoBook K15 OLED (2022) Core i5 11th Gen, equipped with a Intel Core i5 Processor (11th Gen), boasts a solid 4.3-star rating based on 639 reviews. It features 16 GB DDR4 RAM and 1 TB HDD|256 GB SSD for efficient multitasking and storage, all at a discounted price of 64990 rupees, down from the MRP of 85990 rupees."
"The ASUS Vivobook Pro 15 OLED Ryzen 7 Octa Core AMD R7, equipped with a AMD Ryzen 7 Octa Core Processor, boasts a solid 4.5-star rating based on 618 reviews. It features 16 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 65990 rupees, down from the MRP of 88990 rupees."
"The Lenovo IdeaPad 3 Core i3 10th Gen, equipped with a Intel Core i3 Processor (10th Gen), boasts a solid 4.3-star rating based on 8 reviews. It features 4 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 31990 rupees, down from the MRP of 53790 rupees."
"The ASUS Vivobook 14 (2022) Core i5 12th Gen, equipped with a Intel Core i5 Processor (12th Gen), boasts a solid 4.8-star rating based on 14 reviews. It features 16 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 66990 rupees, down from the MRP of 82990 rupees."
"The acer Aspire 7 Ryzen 5 Hexa Core AMD R5, equipped with a Free upgrade to Windows 11 when available, boasts a solid 4.4-star rating based on 5461 reviews. It features AMD Ryzen 5 Hexa Core Processor and 64 bit Windows 11 Operating System for efficient multitasking and storage, all at a discounted price of 54990 rupees, down from the MRP of 76999 rupees."
"The ASUS Vivobook 16X Ryzen 5 Hexa Core R5, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 4.9-star rating based on 7 reviews. It features 16 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 54990 rupees, down from the MRP of 74990 rupees."
"The realme Book(Slim) Intel Evo Core i5 11th Gen, equipped with a Powered by 11th Gen Intel Evo Core i5 Processor, boasts a solid 4.4-star rating based on 7067 reviews. It features Microsoft Office 2019 Home & Student Included and Intel Core i5 Processor (11th Gen) for efficient multitasking and storage, all at a discounted price of 59990 rupees, down from the MRP of 69999 rupees."
"The ASUS Vivobook 14 Pentium Quad Core, equipped with a Intel Pentium Quad Core Processor, boasts a solid 0.0-star rating based on 0 reviews. It features 8 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 32311 rupees, down from the MRP of 40990 rupees."
"The ASUS TUF Gaming F15 Core i5 10th Gen, equipped with a Intel Core i5 Processor (10th Gen), boasts a solid 4.5-star rating based on 116 reviews. It features 8 GB DDR4 RAM and 1 TB SSD for efficient multitasking and storage, all at a discounted price of 65990 rupees, down from the MRP of 84990 rupees."
"The acer Extensa Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 4.1-star rating based on 709 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 34990 rupees, down from the MRP of 43999 rupees."
"The ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7, equipped with a AMD Ryzen 7 Octa Core Processor, boasts a solid 4.3-star rating based on 1008 reviews. It features 16 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 63990 rupees, down from the MRP of 86990 rupees."
"The ASUS VivoBook Flip 14 Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 4.4-star rating based on 124 reviews. It features 8 GB LPDDR4X RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 44990 rupees, down from the MRP of 63990 rupees."
"The acer Aspire 3 Dual Core 3020e, equipped with a AMD Dual Core Processor, boasts a solid 4.1-star rating based on 656 reviews. It features 4 GB DDR4 RAM and 256 GB SSD for efficient multitasking and storage, all at a discounted price of 24990 rupees, down from the MRP of 34999 rupees."
"The HP Pavilion Intel Core i5 12th Gen, equipped with a Intel Core i5 Processor (12th Gen), boasts a solid 4.2-star rating based on 124 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 63990 rupees, down from the MRP of 73688 rupees."
"The ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 4.5-star rating based on 248 reviews. It features 8 GB DDR4 RAM and 1 TB SSD for efficient multitasking and storage, all at a discounted price of 65990 rupees, down from the MRP of 75990 rupees."
"The ASUS TUF Gaming F15 Core i5 10th Gen, equipped with a Intel Core i5 Processor (10th Gen), boasts a solid 4.4-star rating based on 147 reviews. It features 8 GB DDR4 RAM and 1 TB SSD for efficient multitasking and storage, all at a discounted price of 65990 rupees, down from the MRP of 84990 rupees."
"The Lenovo IdeaPad Core i5 11th Gen, equipped with a Intel Core i5 Processor (11th Gen), boasts a solid 4.4-star rating based on 41 reviews. It features 16 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 59990 rupees, down from the MRP of 97890 rupees."
"The ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7, equipped with a AMD Ryzen 7 Octa Core Processor, boasts a solid 4.3-star rating based on 1008 reviews. It features 16 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 63990 rupees, down from the MRP of 86990 rupees."
"The HP Victus Ryzen 7 Octa Core 5800H, equipped with a AMD Ryzen 7 Octa Core Processor, boasts a solid 0.0-star rating based on 0 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 66990 rupees, down from the MRP of 90056 rupees."
"The ASUS VivoBook 15 (2022) Core i5 10th Gen, equipped with a Intel Core i5 Processor (10th Gen), boasts a solid 4.3-star rating based on 6061 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 46990 rupees, down from the MRP of 62990 rupees."
"The Lenovo Intel Core i3 11th Gen, equipped with a Intel Core i3 Processor (11th Gen), boasts a solid 4.0-star rating based on 22 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 40990 rupees, down from the MRP of 61390 rupees."
"The HP Victus Ryzen 5 Hexa Core 5600H, equipped with a AMD Ryzen 5 Hexa Core Processor, boasts a solid 5.0-star rating based on 5 reviews. It features 8 GB DDR4 RAM and 512 GB SSD for efficient multitasking and storage, all at a discounted price of 59990 rupees, down from the MRP of 76021 rupees."
